LAT	LON	A2023	A2022	A2021	A2020	A2019	A2018	A2017	A2016	A2015	A2014	A2013	A2012	A2011	A2010	A2009	A2008	A2007	A2006	A2005	A2004	A2003	A2002	A2001	A2000
11.75	-16.75	71.44	170.8	64.04	292.43	70	125.61	71.63	114.31	126.28	88.9	103.33	89.56	66.98	65.4	67.92	75.81	44.08	45.5	49.27	43.12	67.58	57.14	33.05	76.97
11.75	-16.25	60.03	92.99	63.29	316.27	64.98	128.76	98.39	96.8	94.77	101.56	96.88	89.21	65.23	63.72	59.46	73.53	40.75	46.8	61.5	42.85	74.62	53.43	27.84	58.82
11.75	-15.75	105.23	92.73	53.62	253.14	81.51	158.74	117.5	91.47	76.29	110.08	75.14	81.81	59.21	60.11	48.8	62.42	39.61	49.21	54.59	38.29	76.72	41.23	23.29	45.23
11.75	-15.25	122.67	137.66	85.74	179.15	102.02	151.35	113.82	85.19	59.09	112.73	65.71	73.09	58.45	55.48	63.84	54.74	41.3	49.67	44.76	33.14	73.18	30.72	20.42	39.84
11.75	-14.75	125.16	146.4	134.16	116.11	98.87	121.71	90.72	98.54	59.87	106.97	66.6	65.41	58.5	52.34	75.1	49.47	41.1	46.1	36.87	33.81	63.62	22.03	16.88	33.52
11.75	-14.25	132.22	162.6	203.31	89.84	114.6	87.49	77.06	92.11	68.12	91.14	71.83	81.38	56.6	61.07	78.14	47.81	39.87	41.29	31.61	30.65	57.26	14.95	16.31	39.14
11.75	-13.75	170.03	290.3	232.81	103.89	129.14	111.95	93.25	98.25	101.38	64.45	80.85	95.05	51.73	70.44	67.74	48.42	38.52	37.25	30.17	30.88	50.5	15.92	15.85	49.84
11.75	-13.25	122.99	457.24	166.72	132.86	98.55	98.63	104.52	104.6	131.58	50.99	59.55	95.54	48.68	68.01	66.79	49.65	37.7	35	26.03	35.83	39.94	16.4	16.62	40.9
11.75	-12.75	57.72	437.95	178.64	133.3	77.55	123.26	85.42	135.47	103.06	46.74	61.06	81.99	48.5	62.61	80.66	44.86	34.17	28.33	22.52	45.02	26.04	16.29	16.66	33.44
11.75	-12.25	59.29	347.89	181.1	126.97	87.6	140.15	80.85	143.98	104.67	37.41	71.53	65.02	46.43	54.06	95.49	38.2	30.84	21.34	20.78	45.78	19.02	15.82	21.2	28.67
11.75	-11.75	56	239.28	177.04	116.35	80.56	132.67	85.81	124.44	96.15	31.3	81.12	63.65	44.57	57.21	104.14	35.68	26.95	19.97	19.32	39.12	17.06	15.09	21.18	25.76
11.75	-11.25	93.98	101.12	163.58	61.36	58.09	125.03	110.46	88.77	72.35	31.14	74.76	60.45	42.65	50.52	101.39	36.06	26.39	19.55	19.61	39.78	16.68	14.05	19.72	26.03
11.75	-10.75	103.39	76.35	165.08	71.5	68.14	105.5	108.3	53.06	62.86	28.06	77.82	58.6	42.76	51.54	103.03	45.53	24.51	19.51	23.06	30.66	20.63	15.51	17.94	29.86
11.75	-10.25	102.51	75.7	160.57	54.74	73.52	80.36	69.45	61.97	68.41	27.4	63.98	51.39	37.5	43.42	93.63	49.24	22.14	19.16	28.05	32.28	31.26	17.85	20.39	32.83
11.75	-9.75	91.46	75.26	143.41	52.22	129.64	69.89	67.87	76.24	83.24	25.55	45.58	50.61	28.46	45.38	77.67	48.83	21.03	17.76	29.93	33.55	34.33	19.65	23.48	32.69
11.75	-9.25	72.6	82.09	111.58	76.68	155.66	65.11	70.39	60.39	77.66	24.34	32.15	51.79	31.85	38.89	59.54	45.9	20.54	16.78	26.76	30.56	27.29	20.07	24.75	29.96
11.75	-8.75	59.59	74.52	115.49	71.61	109.68	86.91	69.98	51.12	54.21	28.67	30.37	49.97	38.56	29.82	43.54	42.03	22.3	18.23	24.79	27.44	18.47	18.95	22.93	30.05
11.75	-8.25	60.41	69.21	146.49	54.18	77.71	72.92	53.33	62.01	58.76	28.62	31.43	52.05	37.51	29.82	42.16	41.81	22.47	18.77	26.59	26.64	19.15	19.02	23.25	30.22
11.75	-7.75	64.62	59.43	158.24	56.29	84.8	75.92	60.2	59.94	62.27	33.41	28.39	44.57	34.56	30.77	34.81	35.52	23.19	16.79	24.68	28.57	18.69	19.64	20.16	35.1
11.75	-7.25	102.42	75.25	137.86	47.98	87.82	65.33	53.82	56.18	53.93	39.04	23.68	34.82	27.47	35.7	30.09	29.41	23.01	15	20.53	30.09	19.94	19.68	15.97	39.99
11.75	-6.75	186.66	119.79	90.91	48.77	86.65	67.96	37.95	51.75	45.64	41.4	23.48	33.64	23.56	40.69	26.84	28.21	21.51	14.95	20.8	34.81	25.8	25.79	17.03	42.53
11.75	-6.25	267.73	116.76	45.46	39.44	58.36	69.87	68.96	39.3	37.33	37.96	21.59	31.65	32.37	41.88	26.87	37.14	19.35	16.61	24.2	36.08	36.42	26.21	18.26	42.73
11.75	-5.75	294.56	68.11	30.28	48.6	61.35	61.64	62.42	48.59	30.45	35.45	23.06	30.77	35.3	43.01	26.13	43.49	20.51	18.42	27.79	32.68	42.16	21.87	23.19	39.08
11.75	-5.25	225.76	55.8	37.69	78.83	61.36	60.12	65.77	42.25	31.15	31.56	23.77	30.06	34.47	42.59	24.28	42.24	21.05	19.9	29.1	28.46	41.89	19.46	27.87	35
11.75	-4.75	123.29	46.19	56.6	102.42	48.02	57.66	50.35	65	41.02	28.25	23.5	29.11	30.97	41.4	21.51	40.63	21.04	21.76	28.88	23.26	37.24	20.81	31.33	30.6
11.75	-4.25	47.16	50.84	69.88	101.95	40.05	71.93	45.58	78.87	39.38	26.93	24.16	28.9	25.84	40.64	20.7	43.35	24.3	24.37	27.8	20.04	30.13	21.16	32.03	25.75
11.75	-3.75	40.84	50.14	66.06	70.38	52.07	103.28	49.26	46.71	34.33	37.51	27.24	26.95	21.25	41.97	21.21	47.03	28.69	27.21	26.38	17.85	32.08	17.69	27.79	20.7
11.75	-3.25	52.03	56.09	48.31	57.33	113.49	112.81	48.59	23.76	48.81	45.1	35.85	25.81	19.03	40.81	23.3	45.73	26.74	28.09	35.73	13.45	36.91	14.25	21.21	22.95
11.75	-2.75	96.3	67.83	46.83	61.46	122.62	109.99	44.81	27.4	45.21	35.89	35.79	29.05	19.79	33.81	22.36	38.65	26.42	26.35	39.19	16.22	38.96	14.67	15.7	23.03
11.75	-2.25	96.7	88.8	40.92	60.27	110.04	93.39	35.9	28.8	44.34	20.8	30.07	34.3	20.4	29.52	33.08	31.99	27.3	23.01	34.71	20.93	36.66	14.88	13.83	27.73
11.75	-1.75	110.66	106.24	31.38	55.13	82.04	64.18	56.39	36.99	49.18	17.38	30.84	35.35	20.5	27.29	45.3	28.88	28.12	19.76	28.93	24.64	31.38	14.64	14.31	29.72
11.75	-1.25	81.17	67.88	33.02	60.08	36.6	49.72	64.17	41.36	32.61	16.59	29.12	33.25	18.75	26.9	56.01	29.4	26.8	19.82	30.89	26.17	27.48	14.44	14.89	26.84
11.75	-0.75	52.22	67.14	51.86	61.85	37.48	41.66	35.09	39.52	36.49	15.74	24.89	31.3	16.83	24.13	66.47	31.45	30.61	21.49	22.95	27.9	32.46	17.83	16.69	20.38
11.75	-0.25	58.82	61.28	51.07	61.8	37.44	39.21	31.83	42.92	75.85	17.69	20.37	30.12	20.71	19.34	63.87	33.46	33.86	28.53	21.48	27.55	38.42	20.21	19.46	14.55
11.75	0.25	54.35	53.96	43.4	59.63	41.04	30.12	26.49	60.13	93.67	21.6	22.95	27.56	24.31	15.11	51.2	34.82	34.7	36.3	17.66	25.8	45.44	20.17	26.27	15.5
11.75	0.75	46.47	45.79	57.69	54.81	40.42	34.04	26.21	74.85	74.02	24.92	28.52	24.76	26.44	16.92	34.73	36.89	33.52	41.86	17.11	25.66	44.96	18.01	31.65	17.33
11.75	1.25	46.1	41.61	68.31	46.6	49.87	48.52	28.02	86.09	24.09	26.82	29.02	25.41	26.72	21.53	24.02	39.68	31.79	42.27	16.53	25.05	37.4	16.8	33.06	19.07
11.75	1.75	52.2	42.05	55.03	41.22	58.12	34.76	28.73	63.42	45.1	30.04	26.13	25.52	25.57	28.79	19.57	31.09	27.56	38.23	14.78	25.81	25.52	16.66	30.01	16.9
11.75	2.25	64.41	58.05	61.54	31.82	48.89	39.96	29.43	42.49	82.77	27.12	19.08	22.44	21.36	25.52	18.5	25.92	21.39	39.14	17.21	24.29	28.35	20.57	25.32	16.83
11.75	2.75	89.74	76.93	70.29	40.34	34.92	42.58	38.19	32.65	109.83	21.55	16.58	20.11	16.63	19.07	18.13	24.42	25.01	38.78	18.8	21.84	34.38	25	28.04	19.28
11.75	3.25	88.64	82.25	68.59	57.76	27.9	48.91	40	32.8	111.93	16.52	15.72	24.15	16.86	20.39	20.95	28.11	29.98	35.07	19.86	23.53	37.2	28.04	29.31	21.87
11.75	3.75	56.54	62.58	55.85	59.37	55.03	48.34	35.62	31.35	87.5	17.73	14.36	26.18	19.42	20.83	22.78	30.65	34.27	30.1	20.27	25.47	36.58	28.91	27.76	22.23
11.75	4.25	54.4	77.75	72.32	91.25	64.45	36.17	36.69	49.88	58.71	17.63	14.37	29.48	22.48	20.86	26.71	30.19	37.95	35.03	23.61	25.08	34.71	28.57	28.55	23.08
11.75	4.75	42.81	139.65	106.1	98.38	47.93	26.71	34.26	66.64	61.37	15.24	14.86	29.23	21.02	18.48	30.38	25.74	39.69	33.74	26.51	20.98	31.32	29	29.63	24.95
11.75	5.25	42.83	166.42	118.21	103.49	44.92	26.74	34.15	72.35	63.43	18.87	14.81	22.61	24.01	14.97	29.75	32.13	40.01	28.44	29.96	14.17	25.21	29.32	27.28	27.8
11.75	5.75	44.48	161.29	109.64	100.92	45.81	30.09	35.07	67.86	65.39	19.85	17.55	19.07	26.48	16.33	25.04	41.33	40.25	29.84	36.68	12.15	25.53	29.05	22.92	31.98
11.75	6.25	35.44	159.31	106.45	75.13	26.65	33.2	27.2	62.04	56.6	21.34	16.93	18.23	27.19	18.67	21.69	41.3	42.65	30.59	32.4	15.71	23.67	28.13	29.08	38.22
11.75	6.75	37.74	109.02	85.3	57.53	38.36	37.65	38.04	35.21	52.99	21.45	16.74	18.17	26.72	18.17	21.15	38.94	43.23	28.4	32.75	15.38	23.31	27.47	30.19	37.76
11.75	7.25	56.26	80.84	190.77	57.91	60.3	37.88	35.99	33.47	49.72	22	15.39	18.59	25.63	16.85	20.79	41.44	47.65	23.34	35	14.59	20.89	24.28	35.71	40.76
11.75	7.75	55.08	84.64	247.55	88.29	61.82	35.31	47.73	39.73	44.54	24.39	13.41	20.41	23.67	22.44	20.41	53.43	51.45	32.11	38.58	14.27	23.78	25.05	36.38	40.82
11.75	8.25	67.25	124.51	210.97	96.59	46.15	31.2	61.85	36.74	35.24	28.85	15.66	22.86	22.1	26.58	26.07	58.1	50.89	39.85	39.63	17.12	24.31	24.98	32.07	35.29
11.75	8.75	47.76	297.38	175.35	202.13	41.02	23.95	72.77	25.37	19.56	31.16	14.4	24.58	23.06	25.4	26.7	46	42.92	42.79	30.96	16.53	20.89	28.34	33.71	25.18
11.75	9.25	53.07	162.55	158.85	261.62	38.7	24.85	71.03	22.35	14.72	30.38	14.4	23.66	23.11	23.7	24.68	44.1	40.02	39.92	27.99	15.3	20.36	31.7	32.51	24.05
11.75	9.75	22.5	137.62	151.87	195.47	32.73	22.63	77.05	21.18	14.27	27.28	14.39	24.82	23.17	22.44	19.39	34.47	35.19	33.7	21.16	14.08	20.62	35.12	29.32	26.53
11.75	10.25	17.53	106.46	149.96	91.23	36.65	33.88	77.41	28.83	14.93	27.52	14.5	26.44	22.24	22.25	21.52	27.05	31	24.96	16.47	25.18	20.79	36.22	26.07	27.57
11.75	10.75	20.12	79.03	118.72	64.53	28.63	37.71	64.96	32.95	18.15	29.57	20.61	26.85	23.37	23.19	23.2	21.98	28.76	20.43	22.24	30.39	20.2	34.81	25.88	30.08
12.25	-16.75	101.58	179.67	112.27	209.95	47.97	154.84	119.92	110.58	101.84	96.98	93.17	70.89	75.16	51.5	57.75	60.05	36.78	52.7	50.04	32.79	52.33	43.7	35.25	55.25
12.25	-16.25	90.25	105.35	110.82	217.62	43.88	133.58	142.96	89.19	81.54	130.22	91.58	68.64	73.07	58.98	53.05	59.34	30.4	62.81	51.88	34.48	57.7	43.06	31.39	37.89
12.25	-15.75	124.01	107.74	61.06	173.28	66.58	162.92	130.67	75.38	79.39	139.42	71.24	66.08	63.02	58.1	58.97	53.81	35.65	59.26	51.4	33.48	58.12	36.36	24.34	31.1
12.25	-15.25	115.59	143.61	79.28	122.03	78.34	143.36	117.83	82.47	73.34	134.95	59.72	60.83	59.4	52.78	76.42	48.68	36.88	50.71	45.3	31.91	55.22	28.52	19.18	25.79
12.25	-14.75	79.19	133.39	125.57	86.74	102.59	99.99	96.14	99.88	59.14	122.27	54.58	53.99	57.18	47.08	87.76	46.52	35.54	44.84	37.25	32.26	49.82	21.13	16.5	25.69
12.25	-14.25	84.72	143.06	152.38	85.93	151.49	101.32	71.78	98.55	71.29	101.12	55.95	53.56	52.74	53.59	86.58	42.91	32.84	37.17	29.08	32.85	45.48	15.29	13.6	30.61
12.25	-13.75	111.75	140.79	174.32	81.36	140.53	146.03	84.77	92.24	106.73	65.49	60.12	56.55	43.88	60.75	65.96	38.45	29.78	29.83	24.97	31.43	42.46	11.77	11.94	34.22
12.25	-13.25	84.26	210.75	201.25	173.25	68.57	141.81	99.16	121.01	141.67	53.65	45.59	57	43.21	52.55	53.92	45.6	28.17	26.5	23.07	33.4	34.9	12.16	12.43	33.54
12.25	-12.75	42.68	185.34	218.02	167.61	60	158.34	85.36	103.6	108.49	40.81	43.28	53.5	47.98	44.04	74.36	41.72	25.43	21.53	22.36	41.16	23.14	13.56	14.99	31.47
12.25	-12.25	50.91	172.06	222.68	166.13	66.16	183.77	85.21	103.57	92.67	33.43	54.91	49.63	51.45	38.48	92.98	32.52	22.8	23.1	21.38	42.28	21.25	15.54	19.24	28.74
12.25	-11.75	52.23	173.65	216.15	171.75	60.12	151.66	93.1	103.61	95.01	28.49	69.95	53.45	48.16	49.11	102	29.07	21.27	23.42	20.33	48.13	19.57	17.33	20.01	27.09
12.25	-11.25	68.87	81.6	202.3	72.04	71.78	144.6	107.17	92.69	61	29.4	65.18	51.27	47.74	43.86	102.73	29.87	21.2	22.82	21.08	46.46	21.58	16.3	19.52	27.25
12.25	-10.75	61.75	68.36	181.34	74.69	81.99	86.95	91.02	51.69	68.65	25.28	68.77	61.91	43.91	48.09	95.31	35.51	20.54	21.02	22.85	42.4	26.18	21.22	18.72	28.57
12.25	-10.25	52.3	92.76	151.14	85.57	89.12	107.63	60.56	90.82	71	22.36	54.26	63.51	39.65	39.11	80.08	38.59	22.53	17.5	27.17	32.4	37.53	21.08	20.28	29.53
12.25	-9.75	52.51	86.32	118.38	84.05	129.54	101.64	81.86	113.36	56.13	21.45	35.17	57.54	33.37	32.55	63.21	49.22	23.48	16.95	29.94	32.09	39.67	21.36	22.13	29.48
12.25	-9.25	50.07	52.73	86.9	77.34	147.03	79.9	95.16	89.56	56.75	22.73	28.94	48.14	30.25	28.76	48.88	54.03	24.44	15.69	28.63	29.63	29.41	23.44	22.54	27.36
12.25	-8.75	54.15	73.5	101.74	96.64	95.75	78.55	121.75	43.77	45.35	21.52	23.76	46.81	26.33	26.86	35.96	42.95	26.75	17.95	22.24	26.79	23.71	25	20.18	23.84
12.25	-8.25	56.54	75.18	93.17	81.35	63.89	86.47	97.97	64.83	50.35	21.86	24.28	48.93	27.73	25.9	35.55	46.41	26.75	17.51	22.48	26.51	24.84	24.44	20.52	23.89
12.25	-7.75	62.34	67.42	98.65	88.55	65.19	86.48	106.34	57.53	45.62	25.58	22.07	44.59	25.55	29.38	35.57	37.17	27.47	18.21	20.27	27.38	22.14	24.65	18.56	27.21
12.25	-7.25	58.98	86.03	85.51	75.58	69.03	90.05	93.98	55.18	48.63	31.53	20.42	34.74	24.22	33.71	35.89	31.12	26.21	18.43	21.13	28.9	16.91	22.94	17.92	30.8
12.25	-6.75	117.3	130.88	59.68	47.85	72.88	100.07	60.25	58.32	57.47	36.08	19.02	36.42	23.19	36.15	33.36	27.91	22.45	17.55	23.41	29.96	22.38	22.88	18.95	32.59
12.25	-6.25	197.92	118.24	41.36	53	54.71	110.84	56.71	56.19	50.43	35.13	20.27	33.34	26.08	34.73	31.66	34.83	18.57	20.39	23.77	28.84	32.01	24.15	20.02	31.84
12.25	-5.75	264.01	65.99	39.55	62.9	40.69	86.8	51.61	67.81	36.61	30.74	23.23	33.23	27.47	35.12	28.64	42.47	21.91	23.28	27.92	25.77	37.19	20.27	18.89	28.53
12.25	-5.25	228.33	52.46	50.37	98.56	39.67	72.65	61.5	55.5	45.74	28.14	24.13	33.24	26.28	36.05	26.13	43.18	23.98	24.63	29.33	22.59	36.95	19.67	23.2	25.82
12.25	-4.75	137.79	45.29	52.86	126.36	49.31	74.62	55.24	52.47	48.23	25.81	24.07	32.54	23.46	36.51	23.26	39.42	25.82	25.46	28.88	20.48	32.63	21.86	26.19	23.27
12.25	-4.25	52.5	50.46	68.88	124.56	61.69	113.22	43.42	73.19	41.81	25.78	24.9	30.06	22.91	38.53	20.53	44.54	28.06	25.69	27.17	18.25	33.68	21.85	26.56	20.45
12.25	-3.75	37.37	52.41	67.99	87.91	57.53	162.9	38.7	57.48	43.29	29.93	28.22	24.18	21.42	42.26	21.03	51.51	30.88	24.12	40.3	18.03	36.06	19.11	22.55	17.33
12.25	-3.25	48.66	64.11	58.05	74.7	96.33	197.82	39.66	26.16	97.08	35.49	38.26	25.06	18.29	40.05	19.59	52.14	32.79	23.12	83.14	16.83	31.03	14.86	16.86	17.53
12.25	-2.75	56.12	66.87	59.81	73.13	118.93	193.88	44.05	26.15	94.51	31.38	37.32	27.99	22.17	31.31	19.39	45.67	32.46	22.98	98.23	14.49	35.51	14.22	13.72	21.73
12.25	-2.25	70.83	78.9	48.54	64.93	110.33	162.14	66.96	25	94.58	24.31	29.67	31.67	23.04	28.04	25.46	38.47	31.07	21.67	90.36	16.48	36.62	15.78	13.45	27.6
12.25	-1.75	85.04	86.26	24.51	70.16	75.08	109.78	111.33	41.02	103.18	19.81	24.35	32.21	21.5	28.63	30.74	34.56	30.06	21.52	73.96	19.85	34.34	14.6	13.62	30.52
12.25	-1.25	54.96	85.89	46.99	60.63	47.34	40.1	119.48	31.86	59.15	19	23.65	29.76	20.05	29.22	35.93	35.62	31.15	22.17	73.16	21.3	33.4	13.89	13.19	28.64
12.25	-0.75	84.32	84.57	74.57	61.27	52.82	45.46	57.7	31.97	55.73	15.66	20.58	27.98	17.35	26.08	41.9	36.44	32.81	26.71	53.98	23.71	40.18	13.73	13.04	22.6
12.25	-0.25	98.38	74.27	71.79	66.73	40.57	43.94	33.78	32.21	110.51	20.81	17.74	25.57	16.4	21.03	41.58	37	33.11	33.48	33.72	21.91	39.43	15.9	18.54	16.24
12.25	0.25	93.74	59.85	49.98	68.14	46.4	35.07	37.52	45.81	135.27	27.12	22.65	22.61	18.92	15.8	35.58	37.62	32.83	39.14	25.08	24.3	43.67	17.21	26.35	19.35
12.25	0.75	80.84	45.01	64.06	63.05	47.39	24.95	34.66	62.24	106.31	32.73	27.92	20.51	19.99	14.93	26.92	38.15	32.65	41.82	24.18	26.13	44.19	16.07	32.82	22.53
12.25	1.25	75.56	51.13	70.99	50.2	39.85	23.43	33.03	85.55	37.99	35.15	28.64	20.68	19.73	18.37	20.98	37.98	33.14	41.15	24.63	27.05	37.26	13.81	33.89	24.38
12.25	1.75	80.21	56.57	52.19	46.11	47.59	28.34	35.15	76.1	38.32	38.54	27.04	20.56	17.98	22.74	16.7	35.16	32	34.65	21.42	27.31	25.21	12.67	33.86	19.06
12.25	2.25	72.79	62.09	67.77	52.24	39.78	39.54	36.32	64.08	66.77	34.58	20.34	18.53	15.25	20.05	16.75	28.26	26.04	32.62	18.29	25.7	21.54	16.19	29.2	16.49
12.25	2.75	69.29	60.68	78.73	60.98	37.26	51.58	35.83	42.83	93.04	27.5	15.5	20.85	14.72	14.67	19.98	20.91	24.68	31.03	17.16	23.59	25.92	20.19	31.54	17.33
12.25	3.25	85.78	61.83	78.26	74.84	40.72	61.28	37.44	27.85	99.12	20.62	15.8	23.21	18.79	15.4	23.4	24.73	30.39	28.11	17.88	21.84	27.84	23.24	34.87	20.98
12.25	3.75	84.08	80.61	70.01	96.99	42.15	67.66	32.96	36.22	81.23	16.33	16.07	25.35	24.2	16.67	26.79	25.58	35.43	24.32	17.59	22.42	26.89	24.63	34.38	22.8
12.25	4.25	55.11	85.63	81.58	93.8	47.43	61.46	30.91	58.87	67.42	17.92	19.83	28.55	25.91	17.55	31.08	25.32	38.01	24.24	19.62	23.76	29.09	24.44	30.95	23.15
12.25	4.75	41.36	138.58	151.68	106.13	42.07	44.69	30.76	80.66	76.6	17.04	19.33	27.36	22.18	16.88	34.32	23.67	38.58	23.58	19.05	21.49	28.36	23.77	23.7	23
12.25	5.25	45.71	170.12	175.35	127.81	54.9	50.9	35.11	88.08	82.43	16.47	16.32	21.6	17.68	13.67	34.49	22.12	37.82	29.81	22.81	15.99	25.36	23.62	20.44	24.61
12.25	5.75	44.8	148.83	151.08	118.18	55.34	56.98	30.37	81.03	84.9	18.29	15.96	17.53	19.83	12.93	31.49	25.38	36.76	29.69	25.9	11.84	22.76	24.29	19.02	28.89
12.25	6.25	41.84	198.13	153.29	109.98	32.56	42.01	36.57	72.92	68.84	18.4	14.45	17	20.86	15.35	27.15	27.24	36.77	31.16	23.53	10.57	26.84	25.25	20.18	35.43
12.25	6.75	32.54	148.14	122.31	109.19	25.71	40.94	26.81	44.36	60.06	18.54	15.04	16.98	20.66	15.2	26.86	26.87	37.74	28.47	23.42	11.1	24.94	23.54	20.71	35.57
12.25	7.25	53.92	91.06	241.24	176.41	46.85	58.49	33.38	32.38	47.42	19.37	14.7	18.95	21.28	17.12	19.65	34.56	41.15	25.82	26.9	11.42	23.34	20.61	25.03	40.27
12.25	7.75	100.88	82.03	237.51	223.44	52.07	47.54	44.57	29.17	35.48	20.55	15.01	21.96	20.78	19.49	16.25	43.27	44.44	23.03	32.28	12.78	21.01	24.14	26.58	41.07
12.25	8.25	125.96	64	161.27	190.13	55.99	27.1	59.87	34.96	24.3	22.49	15.47	24.05	21.34	21.45	20.73	46.96	44.55	27.42	35.49	12.18	21.54	26.25	24.55	34.52
12.25	8.75	82.53	66.56	119.27	144.33	56.95	22.65	91.15	34.15	14.6	24.21	13.51	22.06	23.13	23.54	22.07	37.82	37.95	28.27	30.1	12.55	19.31	22.68	26.31	25.81
12.25	9.25	84.72	61.84	128.26	162.33	54.1	22.36	83.33	28.93	14.27	24.17	13.49	22.25	22.97	22.56	21.74	32.69	34.71	29.78	27.88	12.74	19.74	21.19	24.54	25.49
12.25	9.75	44.31	74.47	143.61	114.89	41.32	26.08	83.21	30.35	14.67	23.4	13.49	23.25	21.55	20.93	18.95	27.01	30.38	29.11	29.44	14.12	19.94	24.2	20.84	23.59
12.25	10.25	23.92	80.02	166.26	78.33	29.51	32.41	81.68	34.23	17.33	29.06	16.08	25.37	21.54	18.96	18.56	22.59	26.32	25.76	28.43	20.72	18.86	26.79	18.67	23.61
12.25	10.75	19.2	63.98	150.82	55.03	34.7	32.64	65.56	33.84	15.99	32.55	19.84	27.01	22.56	20.14	20.13	19.36	27.92	20.16	24.74	24.76	16.95	28.48	20.81	26.3
12.75	-16.75	106.68	113.34	135.33	177.19	68.19	123.84	159	84.07	81.03	115.97	71.08	50.8	57.37	49.94	53.79	55.05	30.04	52.98	53.47	31.3	44.17	28.7	34.95	35.96
12.75	-16.25	97.81	74.52	135.85	222.43	75.16	132.44	173.33	67.65	87.46	167.16	71.68	48.17	56.86	55.46	49.6	48.26	26.81	56.69	50.17	34.43	48.98	31.23	32.58	28.06
12.75	-15.75	112.82	91.27	75.16	74.02	63.89	153.96	125.14	64.02	86.02	178.94	57.27	46.7	49.31	52.99	49.19	40.36	25.62	53.33	40.06	34.07	49.22	27.87	26.05	28.12
12.75	-15.25	93.87	97.7	102.01	83.24	53.28	121.52	142.49	69.5	76.09	165.73	47.26	42.92	45.29	47.24	59.36	40.4	24.65	45.26	39.34	32.21	46.54	22.76	21.88	26.44
12.75	-14.75	70.54	83.84	126.73	83.81	111.98	120.9	115.82	80.87	60	142.38	41.66	37.82	42.34	40.03	64.91	38.69	24.19	36.39	36.38	31.23	43.68	17.95	19.75	24.34
12.75	-14.25	72.09	111.66	163.89	67.15	163.52	110.51	82.98	77.69	67.16	112.68	38.82	35.95	38.34	41.47	60.97	36.09	24.28	28.32	32.89	30.99	41.92	14.78	16.4	22.86
12.75	-13.75	50.83	122.36	215.95	72.31	139.96	107.11	97.92	89.54	101.42	69.35	38.04	34.26	40.8	42.43	42.94	39	24.62	22.31	29.69	27.33	42.75	14.45	11.64	22.86
12.75	-13.25	39.58	170.08	243.44	196.59	61.98	127.87	104.3	137.39	99.02	62.18	33.98	34.4	41.63	44.55	42.74	43.93	23.08	19.67	26.55	26.73	34.64	13.65	10.67	23.9
12.75	-12.75	25.14	184.5	252.51	233.69	42.59	153.15	79.55	113.65	83.85	46.41	41.26	35.6	43.94	35.24	63.64	38.73	19.72	22.06	23.07	36.44	31.03	14.53	15.32	25.47
12.75	-12.25	30.73	183.62	255.93	244.66	45.75	182.44	73.68	107.77	74.2	32.63	50.26	42.87	57.14	29.38	80.24	28.87	18.97	29.31	22.34	47.87	28.04	21.67	22.26	26.91
12.75	-11.75	28.21	169.38	254.44	231.99	43.26	154.94	82.42	119.16	71.83	29.18	56.38	52.04	62.41	39.37	85.58	25.41	18.33	33.25	21.58	54.43	23.8	27.47	23.62	27.64
12.75	-11.25	36.15	92.57	236.68	116.88	58.01	142.31	76.98	83.83	54.92	29.56	57.46	49.4	58.74	35.4	89.05	25.89	18.59	31.32	22.5	53.05	26.26	24.83	24.85	27.12
12.75	-10.75	34.3	73.38	198.78	63.06	77.19	72.72	55.92	41.77	75.28	26.16	50.94	60.23	57.44	41.4	74.5	25.2	20.45	28.35	22.28	50.03	28.58	34.5	19.54	27.49
12.75	-10.25	43.38	88.72	140.45	86.32	87.38	97.59	64.86	81.33	75.33	23.36	38.85	59.74	49.93	34.49	59.92	34.05	21.55	21.12	25.34	40.23	38.85	31.74	17.85	25.72
12.75	-9.75	86.72	80	96.15	120.74	83.17	97.88	66.18	97.09	66.32	25.9	39.07	52.46	46.59	24.48	55.4	48.25	25.71	16.54	28.46	30.73	39.98	24.2	16.49	22.19
12.75	-9.25	116.21	48.03	96.55	123.43	86.46	71.26	82.47	75.33	60.92	26.66	32.83	43.6	40.36	22.55	46.34	56.68	29.98	15.81	29.17	28.81	30.99	24.8	19.34	21.99
12.75	-8.75	91.94	36.09	118.36	107.87	62.06	77.5	130.51	74.48	49.28	25.06	29.52	41.08	32.42	27.79	40.71	52.23	34.58	17.42	25.79	26.67	32.16	26.73	20.28	19.98
12.75	-8.25	36.22	57.42	82.47	101.93	46.08	69.96	111.89	103.7	72.4	24.91	30.26	42.26	34.95	27.23	38.75	57.48	33.65	17.4	25.76	27.21	33.06	26.18	21.36	20.29
12.75	-7.75	36.25	54.72	99.08	113.68	50.78	69.72	116.58	96.48	69.08	24.7	26.3	38.65	27.93	28.23	41.89	46.82	34.34	19.53	24.95	27.15	28.36	26.1	21.9	18.86
12.75	-7.25	32.83	67.09	85.55	99.14	46.13	75.61	104.25	83.87	65.69	27.24	21.87	34.35	26.81	30.75	43.49	34.21	31.19	22.87	24.45	26.03	19.2	23.33	23.75	20.24
12.75	-6.75	43.04	92.27	47.66	60.15	46.76	90.08	75.93	68.23	60.12	27.89	20.23	37.89	26.7	31.28	41.41	28.28	24.07	24.05	25.7	23.95	17.24	17.88	25.07	23.07
